# gapseq version: 1.4.0
# Transporter sequence DB md5sum: b99a77e (2024-11-21)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	guanosine	EX_cpd00311_e0	rxn05204,rxn08671,rxn09747,rxn12427,rxn28613	gnl|TC-DB|P0AFF4|2.A.1.10.1	43.645	5.67e-107	344	93	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	2722589	2721348	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	inosine	EX_cpd00246_e0	rxn05316,rxn08753,rxn12445,rxn28604	gnl|TC-DB|P0AFF4|2.A.1.10.1	43.645	5.67e-107	344	93	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	2722589	2721348	transporter
gnl|TC-DB|P0AFF4|2.A.1.10.1	2.A.1.10.1	thymidine	EX_cpd00184_e0	rxn05200,rxn09298,rxn10892,rxn12457	gnl|TC-DB|P0AFF4|2.A.1.10.1	43.645	5.67e-107	344	93	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	2722589	2721348	transporter
gnl|TC-DB|P45562|2.A.1.10.2	2.A.1.10.2	adenosine	EX_cpd00182_e0	rxn05318,rxn08068,rxn12381	gnl|TC-DB|P45562|2.A.1.10.2	44.125	1.57e-90	296	93	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	2722589	2721348	transporter
gnl|TC-DB|P45562|2.A.1.10.2	2.A.1.10.2	cytidine	EX_cpd00367_e0	rxn05198,rxn08289,rxn10857,rxn12413,rxn13338,rxn10997	gnl|TC-DB|P45562|2.A.1.10.2	44.125	1.57e-90	296	93	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	2722589	2721348	transporter
gnl|TC-DB|P45562|2.A.1.10.2	2.A.1.10.2	inosine	EX_cpd00246_e0	rxn05316,rxn08753,rxn12445,rxn28604	gnl|TC-DB|P45562|2.A.1.10.2	44.125	1.57e-90	296	93	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	2722589	2721348	transporter
gnl|TC-DB|P45562|2.A.1.10.2	2.A.1.10.2	thymidine	EX_cpd00184_e0	rxn05200,rxn09298,rxn10892,rxn12457	gnl|TC-DB|P45562|2.A.1.10.2	44.125	1.57e-90	296	93	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	2722589	2721348	transporter
gnl|TC-DB|P45562|2.A.1.10.2	2.A.1.10.2	xanthosine	EX_cpd01217_e0	rxn05680,rxn09381	gnl|TC-DB|P45562|2.A.1.10.2	44.125	1.57e-90	296	93	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	2722589	2721348	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	galacturonate	EX_cpd00280_e0	rxn05673,rxn08588	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	lactose	EX_cpd00208_e0	rxn08779,rxn08781,rxn10169	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	maltose	EX_cpd00179_e0	rxn09673	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	trehalose	EX_cpd00794_e0	rxn09655,rxn09870	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.1	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|Q56ZZ7|2.A.1.1.102	2.A.1.1.102	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q56ZZ7|2.A.1.1.102	29.630	1.18e-36	143	81	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237015	3235591	transporter
gnl|TC-DB|Q0WWW9|2.A.1.1.103	2.A.1.1.103	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|Q0WWW9|2.A.1.1.103	31.034	1.12e-47	176	81	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235576	transporter
gnl|TC-DB|P30606|2.A.1.1.104	2.A.1.1.104	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|P30606|2.A.1.1.104	26.128	1.57e-42	162	79	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236988	3235513	transporter
gnl|TC-DB|P32465|2.A.1.1.108	2.A.1.1.108	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P32465|2.A.1.1.108	27.432	1.47e-36	143	83	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237006	3235573	transporter
gnl|TC-DB|P23585|2.A.1.1.111	2.A.1.1.111	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|P23585|2.A.1.1.111	26.946	1.01e-37	146	86	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236985	3235579	transporter
gnl|TC-DB|Q9P3U6|2.A.1.1.112	2.A.1.1.112	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9P3U6|2.A.1.1.112	24.023	4.02e-33	132	84	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236997	3235570	transporter
gnl|TC-DB|C4B4V9|2.A.1.1.116	2.A.1.1.116	arabinose	EX_cpd00185_e0	rxn12574	gnl|TC-DB|C4B4V9|2.A.1.1.116	29.495	4.22e-52	187	94	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237024	3235591	transporter
gnl|TC-DB|C4B4V9|2.A.1.1.116	2.A.1.1.116	arabinose	EX_cpd00224_e0	rxn05500,rxn08140,rxn08141	gnl|TC-DB|C4B4V9|2.A.1.1.116	29.495	4.22e-52	187	94	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237024	3235591	transporter
gnl|TC-DB|C4B4V9|2.A.1.1.116	2.A.1.1.116	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|C4B4V9|2.A.1.1.116	29.495	4.22e-52	187	94	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237024	3235591	transporter
gnl|TC-DB|G4N740|2.A.1.1.117	2.A.1.1.117	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|G4N740|2.A.1.1.117	26.614	2.97e-38	147	85	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237000	3235573	transporter
gnl|TC-DB|A2R3H2|2.A.1.1.119	2.A.1.1.119	galacturonate	EX_cpd00280_e0	rxn05673,rxn08588	gnl|TC-DB|A2R3H2|2.A.1.1.119	26.223	1.04e-32	130	91	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236994	3235579	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.12	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.12	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.12	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.12	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.12	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.12	trehalose	EX_cpd00794_e0	rxn09655,rxn09870	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV3|2.A.1.1.120	2.A.1.1.120	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|E1WAV3|2.A.1.1.120	32.415	4.84e-74	250	95	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236958	3235591	transporter
gnl|TC-DB|E1WAV4|2.A.1.1.121	2.A.1.1.121	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|E1WAV4|2.A.1.1.121	28.657	8.77e-53	189	96	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237018	3235582	transporter
gnl|TC-DB|AGG19156.1|2.A.1.1.122	2.A.1.1.122	sorbitol	EX_cpd00588_e0	rxn05648	gnl|TC-DB|AGG19156.1|2.A.1.1.122	28.685	3.61e-45	167	92	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236949	3235573	transporter
gnl|TC-DB|AIU41385.1|2.A.1.1.123	2.A.1.1.123	sorbitol	EX_cpd00588_e0	rxn05648	gnl|TC-DB|AIU41385.1|2.A.1.1.123	29.942	1.47e-52	189	93	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237012	3235573	transporter
gnl|TC-DB|Q9LT15|2.A.1.1.124	2.A.1.1.124	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|Q9LT15|2.A.1.1.124	27.429	1.37e-44	166	91	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236991	3235570	transporter
gnl|TC-DB|Q9LT15|2.A.1.1.124	2.A.1.1.124	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q9LT15|2.A.1.1.124	27.429	1.37e-44	166	91	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236991	3235570	transporter
gnl|TC-DB|Q9LT15|2.A.1.1.124	2.A.1.1.124	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|Q9LT15|2.A.1.1.124	27.429	1.37e-44	166	91	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236991	3235570	transporter
gnl|TC-DB|C4QVV9|2.A.1.1.125	2.A.1.1.125	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|C4QVV9|2.A.1.1.125	25.331	4.58e-31	125	90	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237075	3235573	transporter
gnl|TC-DB|A8DCT2|2.A.1.1.126	2.A.1.1.126	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|A8DCT2|2.A.1.1.126	26.693	2.12e-32	130	78	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236976	3235573	transporter
gnl|TC-DB|A5Y0C3|2.A.1.1.128	2.A.1.1.128	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|A5Y0C3|2.A.1.1.128	24.380	1.26e-20	92.8	89	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236970	3235585	transporter
gnl|TC-DB|Q6DFZ5|2.A.1.1.139	2.A.1.1.13	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|Q6DFZ5|2.A.1.1.139	27.976	5.07e-44	165	86	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237018	3235585	transporter
gnl|TC-DB|Q6DFZ5|2.A.1.1.139	2.A.1.1.13	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|Q6DFZ5|2.A.1.1.139	27.976	5.07e-44	165	86	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237018	3235585	transporter
gnl|TC-DB|Q6DFZ5|2.A.1.1.139	2.A.1.1.13	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q6DFZ5|2.A.1.1.139	27.976	5.07e-44	165	86	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237018	3235585	transporter
gnl|TC-DB|Q6DFZ5|2.A.1.1.139	2.A.1.1.13	glycerol	EX_cpd00100_e0	rxn12529,rxn34380	gnl|TC-DB|Q6DFZ5|2.A.1.1.139	27.976	5.07e-44	165	86	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237018	3235585	transporter
gnl|TC-DB|Q6DFZ5|2.A.1.1.139	2.A.1.1.13	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|Q6DFZ5|2.A.1.1.139	27.976	5.07e-44	165	86	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237018	3235585	transporter
gnl|TC-DB|Q6DFZ5|2.A.1.1.139	2.A.1.1.13	maltose	EX_cpd00179_e0	rxn09673	gnl|TC-DB|Q6DFZ5|2.A.1.1.139	27.976	5.07e-44	165	86	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237018	3235585	transporter
gnl|TC-DB|Q6DFZ5|2.A.1.1.139	2.A.1.1.13	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|Q6DFZ5|2.A.1.1.139	27.976	5.07e-44	165	86	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237018	3235585	transporter
gnl|TC-DB|Q6DFZ5|2.A.1.1.139	2.A.1.1.13	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|Q6DFZ5|2.A.1.1.139	27.976	5.07e-44	165	86	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237018	3235585	transporter
gnl|TC-DB|Q63ZP5|2.A.1.1.130	2.A.1.1.130	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|Q63ZP5|2.A.1.1.130	27.530	3.27e-41	155	93	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236991	3235576	transporter
gnl|TC-DB|AIU34725.1|2.A.1.1.131	2.A.1.1.131	inositol	EX_cpd00121_e0	rxn05593,rxn08752	gnl|TC-DB|AIU34725.1|2.A.1.1.131	25.100	2.25e-39	150	90	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236949	3235570	transporter
gnl|TC-DB|I1M280|2.A.1.1.132	2.A.1.1.132	Glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|I1M280|2.A.1.1.132	27.135	5.13e-39	149	89	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237024	3235570	transporter
gnl|TC-DB|OAY61114.1|2.A.1.1.134	2.A.1.1.134	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|OAY61114.1|2.A.1.1.134	28.827	1.92e-39	150	89	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236973	3235570	transporter
gnl|TC-DB|OAY61114.1|2.A.1.1.134	2.A.1.1.134	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|OAY61114.1|2.A.1.1.134	28.827	1.92e-39	150	89	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236973	3235570	transporter
gnl|TC-DB|OAY61114.1|2.A.1.1.134	2.A.1.1.134	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|OAY61114.1|2.A.1.1.134	28.827	1.92e-39	150	89	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236973	3235570	transporter
gnl|TC-DB|OAY61114.1|2.A.1.1.134	2.A.1.1.134	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|OAY61114.1|2.A.1.1.134	28.827	1.92e-39	150	89	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236973	3235570	transporter
gnl|TC-DB|OAY61114.1|2.A.1.1.134	2.A.1.1.134	xylose	EX_cpd00154_e0	rxn05671,rxn09384	gnl|TC-DB|OAY61114.1|2.A.1.1.134	28.827	1.92e-39	150	89	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236973	3235570	transporter
gnl|TC-DB|OAY27969.1|2.A.1.1.135	2.A.1.1.135	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|OAY27969.1|2.A.1.1.135	25.714	8.89e-35	136	93	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3237024	3235570	transporter
gnl|TC-DB|OAY55788.1|2.A.1.1.136	2.A.1.1.136	fructose	EX_cpd00082_e0	rxn09681	gnl|TC-DB|OAY55788.1|2.A.1.1.136	27.875	4.05e-43	162	88	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236985	3235570	transporter
gnl|TC-DB|OAY55788.1|2.A.1.1.136	2.A.1.1.136	galactose	EX_cpd00108_e0	rxn05566,rxn08584,rxn34374	gnl|TC-DB|OAY55788.1|2.A.1.1.136	27.875	4.05e-43	162	88	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236985	3235570	transporter
gnl|TC-DB|OAY55788.1|2.A.1.1.136	2.A.1.1.136	mannose	EX_cpd00138_e0	rxn05611	gnl|TC-DB|OAY55788.1|2.A.1.1.136	27.875	4.05e-43	162	88	CP085932.1 Segatella copri DSM 18205 strain FDAARGOS_1573 chromosome, complete genome	3236985	3235570	transporter
