# gapseq version: 1.4.0
# Transporter sequence DB md5sum: b99a77e (2024-11-21)
id	tc	sub	exid	rea	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	comment
gnl|TC-DB|B0SHL1|2.A.123.2.6	2.A.123.2.6	glucose	EX_cpd00027_e0	rxn05573,rxn08616,rxn09679,rxn09875,rxn08617	gnl|TC-DB|B0SHL1|2.A.123.2.6	25.333	0.002	31.6	82	ADGQ01000070.1 Peptostreptococcus stomatis DSM 17678 contig00004, whole genome shotgun sequence	37784	37569	transporter
gnl|TC-DB|C4IKV8|2.A.16.6.2	2.A.16.6.2	malic acid	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|C4IKV8|2.A.16.6.2	21.399	2.84e-06	45.1	75	ADGQ01000035.1 Peptostreptococcus stomatis DSM 17678 contig00045, whole genome shotgun sequence	47797	47075	transporter
gnl|TC-DB|P0AGE4|2.A.23.1.13	2.A.23.1.1	acetate	EX_cpd00029_e0	rxn05488,rxn08061,rxn08062,rxn30452	gnl|TC-DB|P0AGE4|2.A.23.1.13	61.558	1.20e-110	353	96	ADGQ01000072.1 Peptostreptococcus stomatis DSM 17678 contig00037, whole genome shotgun sequence	1269	79	transporter
gnl|TC-DB|P0AGE4|2.A.23.1.13	2.A.23.1.1	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|P0AGE4|2.A.23.1.13	61.558	1.20e-110	353	96	ADGQ01000072.1 Peptostreptococcus stomatis DSM 17678 contig00037, whole genome shotgun sequence	1269	79	transporter
gnl|TC-DB|P0AGE4|2.A.23.1.13	2.A.23.1.1	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|P0AGE4|2.A.23.1.13	61.558	1.20e-110	353	96	ADGQ01000072.1 Peptostreptococcus stomatis DSM 17678 contig00037, whole genome shotgun sequence	1269	79	transporter
gnl|TC-DB|P0AGE4|2.A.23.1.13	2.A.23.1.1	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|P0AGE4|2.A.23.1.13	61.558	1.20e-110	353	96	ADGQ01000072.1 Peptostreptococcus stomatis DSM 17678 contig00037, whole genome shotgun sequence	1269	79	transporter
gnl|TC-DB|P0AGE4|2.A.23.1.13	2.A.23.1.1	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|P0AGE4|2.A.23.1.13	61.558	1.20e-110	353	96	ADGQ01000072.1 Peptostreptococcus stomatis DSM 17678 contig00037, whole genome shotgun sequence	1269	79	transporter
gnl|TC-DB|P0AGE4|2.A.23.1.13	2.A.23.1.1	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|P0AGE4|2.A.23.1.13	61.558	1.20e-110	353	96	ADGQ01000072.1 Peptostreptococcus stomatis DSM 17678 contig00037, whole genome shotgun sequence	1269	79	transporter
gnl|TC-DB|P0AGE4|2.A.23.1.13	2.A.23.1.1	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|P0AGE4|2.A.23.1.13	61.558	1.20e-110	353	96	ADGQ01000072.1 Peptostreptococcus stomatis DSM 17678 contig00037, whole genome shotgun sequence	1269	79	transporter
gnl|TC-DB|Q848I3|2.A.23.1.10	2.A.23.1.10	acetate	EX_cpd00029_e0	rxn05488,rxn08061,rxn08062,rxn30452	gnl|TC-DB|Q848I3|2.A.23.1.10	30.905	1.24e-50	181	89	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3165	4325	transporter
gnl|TC-DB|Q848I3|2.A.23.1.10	2.A.23.1.10	benzoate	EX_cpd00153_e0	rxn12435	gnl|TC-DB|Q848I3|2.A.23.1.10	30.905	1.24e-50	181	89	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3165	4325	transporter
gnl|TC-DB|Q848I3|2.A.23.1.10	2.A.23.1.10	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|Q848I3|2.A.23.1.10	30.905	1.24e-50	181	89	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3165	4325	transporter
gnl|TC-DB|Q848I3|2.A.23.1.10	2.A.23.1.10	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|Q848I3|2.A.23.1.10	30.905	1.24e-50	181	89	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3165	4325	transporter
gnl|TC-DB|Q848I3|2.A.23.1.10	2.A.23.1.10	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|Q848I3|2.A.23.1.10	30.905	1.24e-50	181	89	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3165	4325	transporter
gnl|TC-DB|Q0P964|2.A.23.1.11	2.A.23.1.11	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|Q0P964|2.A.23.1.11	28.462	3.51e-38	144	83	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3297	4367	transporter
gnl|TC-DB|Q0P964|2.A.23.1.11	2.A.23.1.11	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|Q0P964|2.A.23.1.11	28.462	3.51e-38	144	83	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3297	4367	transporter
gnl|TC-DB|Q0P964|2.A.23.1.11	2.A.23.1.11	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|Q0P964|2.A.23.1.11	28.462	3.51e-38	144	83	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3297	4367	transporter
gnl|TC-DB|Q8YZW3|2.A.23.1.12	2.A.23.1.12	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|Q8YZW3|2.A.23.1.12	30.723	1.15e-25	106	75	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3387	4340	transporter
gnl|TC-DB|Q8YZW3|2.A.23.1.12	2.A.23.1.12	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q8YZW3|2.A.23.1.12	30.723	1.15e-25	106	75	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3387	4340	transporter
gnl|TC-DB|Q5JID0|2.A.23.1.14	2.A.23.1.14	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|Q5JID0|2.A.23.1.14	40.568	1.99e-68	232	89	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3267	4364	transporter
gnl|TC-DB|P24943|2.A.23.1.2	2.A.23.1.2	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|P24943|2.A.23.1.2	34.474	3.24e-49	176	90	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3252	4364	transporter
gnl|TC-DB|P24943|2.A.23.1.2	2.A.23.1.2	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|P24943|2.A.23.1.2	34.474	3.24e-49	176	90	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3252	4364	transporter
gnl|TC-DB|P24943|2.A.23.1.2	2.A.23.1.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P24943|2.A.23.1.2	34.474	3.24e-49	176	90	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3252	4364	transporter
gnl|TC-DB|Q01857|2.A.23.1.3	2.A.23.1.3	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|Q01857|2.A.23.1.3	30.073	8.11e-46	167	91	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3171	4364	transporter
gnl|TC-DB|Q01857|2.A.23.1.3	2.A.23.1.3	itaconate	EX_cpd00380_e0	rxn12562	gnl|TC-DB|Q01857|2.A.23.1.3	30.073	8.11e-46	167	91	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3171	4364	transporter
gnl|TC-DB|Q01857|2.A.23.1.3	2.A.23.1.3	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|Q01857|2.A.23.1.3	30.073	8.11e-46	167	91	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3171	4364	transporter
gnl|TC-DB|O59010|2.A.23.1.5	2.A.23.1.5	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|O59010|2.A.23.1.5	40.415	1.54e-81	270	90	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3258	4364	transporter
gnl|TC-DB|O59010|2.A.23.1.5	2.A.23.1.5	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|O59010|2.A.23.1.5	40.415	1.54e-81	270	90	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3258	4364	transporter
gnl|TC-DB|P96603|2.A.23.1.6	2.A.23.1.6	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|P96603|2.A.23.1.6	32.546	5.15e-56	196	89	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3255	4364	transporter
gnl|TC-DB|P96603|2.A.23.1.6	2.A.23.1.6	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|P96603|2.A.23.1.6	32.546	5.15e-56	196	89	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3255	4364	transporter
gnl|TC-DB|P96603|2.A.23.1.6	2.A.23.1.6	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|P96603|2.A.23.1.6	32.546	5.15e-56	196	89	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3255	4364	transporter
gnl|TC-DB|Q1J1H5|2.A.23.1.9	2.A.23.1.9	fumarate	EX_cpd00106_e0	rxn05561,rxn08542,rxn08543,rxn10152,rxn10158,rxn10901,rxn12423	gnl|TC-DB|Q1J1H5|2.A.23.1.9	33.333	2.09e-55	195	90	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3186	4361	transporter
gnl|TC-DB|Q1J1H5|2.A.23.1.9	2.A.23.1.9	malate	EX_cpd00130_e0	rxn05207,rxn05605,rxn08865,rxn08866,rxn10153,rxn10156,rxn12446,rxn34241,rxn34242	gnl|TC-DB|Q1J1H5|2.A.23.1.9	33.333	2.09e-55	195	90	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3186	4361	transporter
gnl|TC-DB|Q1J1H5|2.A.23.1.9	2.A.23.1.9	succinate	EX_cpd00036_e0	rxn05654,rxn09269,rxn09270,rxn10154,rxn10157,rxn12455,rxn39059	gnl|TC-DB|Q1J1H5|2.A.23.1.9	33.333	2.09e-55	195	90	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3186	4361	transporter
gnl|TC-DB|Q10901|2.A.23.2.10	2.A.23.2.10	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|Q10901|2.A.23.2.10	32.178	1.49e-48	176	80	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3273	4328	transporter
gnl|TC-DB|Q10901|2.A.23.2.10	2.A.23.2.10	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|Q10901|2.A.23.2.10	32.178	1.49e-48	176	80	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3273	4328	transporter
gnl|TC-DB|Q10901|2.A.23.2.10	2.A.23.2.10	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q10901|2.A.23.2.10	32.178	1.49e-48	176	80	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3273	4328	transporter
gnl|TC-DB|B0W0K4|2.A.23.2.11	2.A.23.2.11	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|B0W0K4|2.A.23.2.11	32.187	3.66e-36	139	84	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3273	4373	transporter
gnl|TC-DB|B0W0K4|2.A.23.2.11	2.A.23.2.11	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|B0W0K4|2.A.23.2.11	32.187	3.66e-36	139	84	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3273	4373	transporter
gnl|TC-DB|P43003|2.A.23.2.6	2.A.23.2.6	aspartate	EX_cpd00041_e0	rxn05217,rxn08169,rxn09781,rxn09825,rxn10151,rxn10155,rxn12439,rxn13233,rxn29029,rxn34357,rxn34358,rxn34456,rxn34493,rxn39046,rxn08165	gnl|TC-DB|P43003|2.A.23.2.6	30.370	3.46e-26	110	75	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3288	4328	transporter
gnl|TC-DB|P43003|2.A.23.2.6	2.A.23.2.6	glutamate	EX_cpd00023_e0	rxn05297,rxn05298,rxn08631,rxn08632,rxn09751,rxn09813,rxn12370,rxn13303,rxn29048,rxn29068,rxn34103,rxn34377,rxn34378,rxn34501,rxn10917,rxn11235,rxn13304,rxn29088,rxn31191	gnl|TC-DB|P43003|2.A.23.2.6	30.370	3.46e-26	110	75	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3288	4328	transporter
gnl|TC-DB|P43003|2.A.23.2.6	2.A.23.2.6	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P43003|2.A.23.2.6	30.370	3.46e-26	110	75	ADGQ01000068.1 Peptostreptococcus stomatis DSM 17678 contig00008, whole genome shotgun sequence	3288	4328	transporter
gnl|TC-DB|P30143|2.A.25.1.10	2.A.25.1.10	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|P30143|2.A.25.1.10	36.653	1.10e-82	275	97	ADGQ01000019.1 Peptostreptococcus stomatis DSM 17678 contig00011, whole genome shotgun sequence	7890	6514	transporter
gnl|TC-DB|P30143|2.A.25.1.10	2.A.25.1.10	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|P30143|2.A.25.1.10	36.653	1.10e-82	275	97	ADGQ01000019.1 Peptostreptococcus stomatis DSM 17678 contig00011, whole genome shotgun sequence	7890	6514	transporter
gnl|TC-DB|P30145|2.A.25.1.2	2.A.25.1.2	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|P30145|2.A.25.1.2	37.642	5.47e-75	252	97	ADGQ01000019.1 Peptostreptococcus stomatis DSM 17678 contig00011, whole genome shotgun sequence	7782	6505	transporter
gnl|TC-DB|P30145|2.A.25.1.2	2.A.25.1.2	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|P30145|2.A.25.1.2	37.642	5.47e-75	252	97	ADGQ01000019.1 Peptostreptococcus stomatis DSM 17678 contig00011, whole genome shotgun sequence	7782	6505	transporter
gnl|TC-DB|Q6LX42|2.A.25.1.3	2.A.25.1.3	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|Q6LX42|2.A.25.1.3	48.148	1.30e-107	347	99	ADGQ01000035.1 Peptostreptococcus stomatis DSM 17678 contig00045, whole genome shotgun sequence	4001	5353	transporter
gnl|TC-DB|Q6LX42|2.A.25.1.3	2.A.25.1.3	sodium	EX_cpd00971_e0	rxn10576,rxn13753,rxn25832,rxn27363,rxn30509,rxn37569,rxn37570,rxn37571	gnl|TC-DB|Q6LX42|2.A.25.1.3	48.148	1.30e-107	347	99	ADGQ01000035.1 Peptostreptococcus stomatis DSM 17678 contig00045, whole genome shotgun sequence	4001	5353	transporter
gnl|TC-DB|Q8EII1|2.A.25.1.4	2.A.25.1.4	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|Q8EII1|2.A.25.1.4	48.104	3.97e-105	339	92	ADGQ01000035.1 Peptostreptococcus stomatis DSM 17678 contig00045, whole genome shotgun sequence	4004	5260	transporter
gnl|TC-DB|Q45068|2.A.25.1.5	2.A.25.1.5	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|Q45068|2.A.25.1.5	42.202	6.35e-97	316	91	ADGQ01000019.1 Peptostreptococcus stomatis DSM 17678 contig00011, whole genome shotgun sequence	7806	6505	transporter
gnl|TC-DB|S5PD21|2.A.25.1.7	2.A.25.1.7	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|S5PD21|2.A.25.1.7	28.184	4.62e-21	92.8	80	ADGQ01000044.1 Peptostreptococcus stomatis DSM 17678 contig00017, whole genome shotgun sequence	28936	27884	transporter
gnl|TC-DB|S5PD21|2.A.25.1.7	2.A.25.1.7	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|S5PD21|2.A.25.1.7	28.184	4.62e-21	92.8	80	ADGQ01000044.1 Peptostreptococcus stomatis DSM 17678 contig00017, whole genome shotgun sequence	28936	27884	transporter
gnl|TC-DB|A0Q2F5|2.A.25.1.8	2.A.25.1.8	alanine	EX_cpd00035_e0	rxn05215,rxn05496,rxn08101,rxn08102,rxn34464,rxn34465,rxn34485,rxn34486	gnl|TC-DB|A0Q2F5|2.A.25.1.8	21.260	1.35e-04	40.4	80	ADGQ01000019.1 Peptostreptococcus stomatis DSM 17678 contig00011, whole genome shotgun sequence	7701	6622	transporter
gnl|TC-DB|A0Q2F5|2.A.25.1.8	2.A.25.1.8	glycine	EX_cpd00033_e0	rxn05582,rxn08660,rxn08661,rxn09748,rxn10537,rxn12379,rxn34381,rxn34382,rxn34466,rxn34502	gnl|TC-DB|A0Q2F5|2.A.25.1.8	21.260	1.35e-04	40.4	80	ADGQ01000019.1 Peptostreptococcus stomatis DSM 17678 contig00011, whole genome shotgun sequence	7701	6622	transporter
